text,label,lang,source,link,cleaned_text,processed_text
рада підвищила податки що зміниться і як реагує бізнес економіка і війнаавтор фотоgetty images article information authorанастасія зануда roleввс україна 10 жовтня 2024 верховна рада ухвалила в цілому проєкт закону про підвищення податків яке вже назвали історичним за це рішення врешті проголосували 247 депутатів хоча розгляд законопроєкту у другому читанні почався у середу в практично порожній залі де було близько трьох десятків депутатів а в урядовій ложі під час розгляду проєкту нікого не було до законопроєкту подали понад 1300 правок більшість із них не були враховані зокрема йшлося про пропозиції про вищі податки на гральний бізнес податки на розкіш або ж про акумуляцію додаткових коштів у спеціальному фонді щоб гроші йшли виключно на армію а не на умовне будівництво доріг зрештою депутати домовилися не підвищувати військовий збір який стягуватимуть із самих військових на фінансування яких і знадобилися додаткові бюджетні кошти саме це стало темою найбільш запеклих дебатів між кількома представниками опозиційних фракцій та головою фінансового комітету данилою гетманцевим депутатом від пропрезидентської фракції слуги народу втім це не єдині суперечливі податкові зміни й вони стосуватимуться більшості українців як і які податки зміняться головні зміни стосуються підвищення військового збору для тих хто його вже платив а також його запровадження для тих хто працює на спрощеній системі оподаткування зокрема закон передбачає підвищення військового збору з 15 до 5 від доходів фізичної особи воно не стосуватиметься військових запровадження військового збору для платників єдиного податку ііі групи у розмірі 1 від доходу запровадження військового збору для фоп і іі та іv груп у розмірі 10 від мінімальної зарплатні яка нині станровить 8000 грн на місяць як повідомив член фінансового комітету ярослав железняк через плутанину з однією із поправок військовий збір для всіх крім фопівспрощенців зросте із дня набрання чинності законом а не з 1 жовтня тобто заднім числом як передбачав проєкт закону до другого читання щоправда як його тепер рахувати із середини місяця залишається відкритим питанням написав депутат в телеграм для фопів військовий збір зросте все одно з 1 жовтня з 1 січня 2025 року 5 військового збору оподатковуватимуться також інші доходи громадян на додачу до зарплати ці зміни діятимуть до кінця того року в якому завершиться воєнний стан,правда,ukr,www.bbc.com/,https://www.bbc.com/ukrainian/articles/c33vjmmp4x0o?at_link_type=web_link&at_ptr_name=facebook_page&at_campaign=Social_Flow&at_bbc_team=editorial&at_medium=social&at_link_id=5D835020-86DC-11EF-9019-BB58F1959D1F&at_link_origin=BBC_News_Ukrainian&at_campaign_type=owned&at_format=link&fbclid=IwZXh0bgNhZW0CMTEAAR3SFvrl1NFqu0-4IhXgvt-xXfM7WarTglCmLfBDVYeO2dwcPfO1MPLSMCA_aem_6JaJynBKggQ_Y47yVTIZqw,getty images article information author role v,getty images article information author role v
перевірка тцк на концерті океану ельзи у києві що про це відомо на концерті океану ельзи в києві був аншлаг підпис до фотона концерті океану ельзи в києві був аншлаг 12 жовтня 2024 у пятницю ввечері 11 жовтня почали зявлятися повідомлення що тцк провели рейди біля київського палацу спорту де відбувався концерт гурту океан ельзи а також у клубах та ресторанах низки інших українських міст у чоловіків перевіряли документи деяких із них затримали океан ельзи з фронтменом святославом вакарчуком один з найвідоміших українських гуртів за часи незалежності на концерт у києві зібрались тисячі людей до цього подібний аншлаг у палаці спорту під час великої війни збирав сергій жадан відеосюжет про візит тцк до палацу спорту також показали в ефірі національного телемарафону у ньому розповіли що на виході з концерту за словами очевидців близько пів сотні представників тцк чекали на відвідувачівчоловіків і перевіряли документи були ті хто перевірку документів не пройшли тож із концерту поїхали вже в супроводі поліції до тцк розповіли в сюжеті у фейсбук також зявились відео затримання чоловіка біля палацу спорту і крики людей навколо ганьба за свідченнями очевидців у києві перевірки також проводили біля закладів goodwine та avalon про перевірку тцк на концерті з посиланням на власних кореспондентів також повідомили суспільне та українська правда також користувачі соцмереж публікували фото та відео перевірки документів та затримування чоловіків у ресторанах та барах інших міст дніпра харкова та хмельницького популярні телеграмканали також виклали фотографії з перевірками тцк біля магазинів алкоголю goodwine вже 13 жовтня у київському міському тцк та сп прокоментували інцидент державній агенції укрінформ затримання громадян які порушили норми закону відбувалося співробітниками національної поліції україни конфліктних ситуацій за участі військовослужбовців тцк зафіксовано не було заявили у пресслужбі,правда,ukr,www.bbc.com/,https://www.bbc.com/ukrainian/articles/cevypk2gjw4o,goodwine avalon goodwine,goodwine avalon goodwine
чому в україні так часто полярні сяйва за останній рік північне сяйво на херсонщині підпис до фототаку картину спостерігали на херсонщині 11 жовтня 2024 ввечері 10 жовтня небо над україною забарвилося у яскраворожеві та зелені кольори мешканці багатьох українських областей знову спостерігали північне сяйво кадри неймовірного неба зявилися у місцевих телеграмканалах та змі північне сяйво на херсонщиніавтор фотоввс насолодитися ним змогли мешканці київщини вінниччини рівненщини полтавщини дніпропетровщини харківщини сумщини одещини та інших регіонів бачили дивовижне сяйво також жителі канади сша ірландії німеччини великої британії та інших країн північне сяйво на херсонщиніавтор фотоввс у центрі прогнозування космічної погоди swpc розповіли що спровокував рідкісне явище потужний спалах на сонці що стався 9 жовтня він був не таким потужним як ті що спостерігалися минулого тижня однак все ж належить до найсильнішої категорії g4 для нашої планети це може мати відчутні наслідки тому полярне сяйво лишатиметься аж до ранку неділі твердять синоптики якими саме будуть наслідки фахівці точно не знають поки що вони традиційно передбачають проблеми зі звязком та електромережами також пасажири літаків які здійснюють польоти через полярні області можуть отримати дози радіації північне сяйво на херсонщині полярне сяйво називають також авророю через латинську назву aurora borealis яку ввів у вжиток галілей небесне сяяння він назвав на честь римської богині світанку та грецького бога північного вітру це широко відоме явище яке часто можна побачити на крайній півночі так само як і його побратима південне сяйво на півдні тобто чим ближче до полюсів тим більше шансів насолодитися казковим світінням в україні це явище спостерігають вже не вперше востаннє його бачили в травні професор михайло орлюк завідувач відділу геомагнетизму інституту геофізики нан каже що полярне сяйво над україною не така вже й екзотика як і червоне забарвлення для полярного сяйва загалом а цей рік за словами фахівців є одним з найкращих для появи полярного сяйва за останні 20 років,правда,ukr,www.bbc.com/,https://www.bbc.com/ukrainian/articles/c8el8kdd061o,swpc g aurora borealis,swpc g aurora borealis
україна заявила про воєнний злочин росіян на курщині розстріляли 9 полонених зсу курськавтор фотоafp підпис до фотовід українського кордону до курська трохи більше 100 км 13 жовтня 2024 офіс генерального прокурора розпочав кримінальне провадження щодо ймовірного розстрілу девяти українських військовополонених на курщині вбивство військовополонених є грубим порушенням женевських конвенцій та міжнародним злочином заявив генпрокурор андрій костін за його словами розслідування відбуватиметься за фактом порушення законів та звичаїв війни поєднаного з умисним вбивством робимо все аби ідентифікувати і покарати всіх винуватців злочинів які країнаагресор чинить проти україни та українців заявив український генпрокурор український уповноважений з прав людини дмитро лубінець коментуючи поширену у соцмережах інформацію про імовірний розстріл українців на курщині заявив що такі дії є грубим порушенням женевської конвенції про поводження з військовополоненими він також повідомив що вкотре направив листи до оон та мкчх щодо чергового злочину росіян міжнародна спільнота не повинна закривати очі на такі злочини заявив український омбудсмен абсолютним варварством та грубим порушенням міжнародного права назвав поводження росіян із військовими полоненими і міністр закордонних справ україни андрій сибіга у дописі на x він наголосив що подібні страти почастішали а 95 військових полонених зазнають тортур cnn показав як росія знову розстрілює українських військовополонених як реагує україна 6 вересня 2024 розстріл сімох українських полонених біля бахмута прокуратура розповіла деталі 25 лютого 2024 україна твердить що росіяни обезголовили полоненого зсу 18 червня 2024 перед цим у соцмережах аналітична група deep state повідомила про розстріл 9 українських військових на курщині за повідомленням deep state стало відомо про це від джерел у 1й отбр а сам розстріл стався 10 жовтня в районі населеного пункту зелений шлях додаткові деталі обставин зясовуються але відомо що хлопці виходили на позиції з думками що вони у відносному тилу але вже змушені були вступати в контакт з ворогом та відстрілювались проте кількість бк була обмежена і вони були вимушені здатися йшлося у повідомленні у deep state також зазначили що ситуація на курщині не така радісна сили оборони проводять стабілізаційні заходи але відновити втрачене вкрай важко кажуть у deep state там також кажуть що проаналізували цей випадок із офіцерами та командирами на інших ділянках і дійшли висновку що екіпажам бпла варто серйозніше ставитися до можливості прориву ворога на їх позиції та не нехтувати безпекою водночас як написав у своєму телеграмканалі доброволець 24ошб айдар і мер генічеська станіслав бунятов з позивним осман українські бійці оператори дронів не здавалися в полон а боролися до останнього за словами військового вони з двох боків були оточені росіянами у лісосмузі і якби вони могли відійти то відійшли би загинули дуже гідні бійці написав боєць айдар розстріл полоненихавтор фотоdeep state підпис до фотоdeep state подав карту місцевості де стався ймовірний розстріл разом із тим командування десантноштурмових військ повідомило що російську штурмову групу відповідальну за розстріл українських операторів дронів ліквідували бійці 95 окремої десантноштурмової поліської бригади це були виродки зі 155 бригади морської піхоти тихоокеанського флоту які особливо люблять хизуватися своїми подвигами йдеться у повідомленні командування десантників у телеграм а саме знущанням з полонених а також розстрілів тих українських військовослужбовців хто опинившись в безвиході здався в полон у російських так званих zканалах у соцмережах опубліковані дописи які схвалюють розстріл українських полонених а на деяких його навіть порівнюють із подіями другої світової війни коли червона армія не брала в полон німецьких солдат а розстрілювала на місці а автор одного з телеграмканалів написав що до операторів безпілотників нині на фронті ставляться так само як до снайперів ще під час великої вітчизняної минулого тижня офіс генпрокурора україни заявив що армія рф розстріляла 16 українських військовослужбовців які здалися в полон біля міста покровськ у донецькій області в офісі генпрокурора назвали цей розстріл наймасовішим відомим випадком страти українських військовополонених на лінії фронту,правда,ukr,www.bbc.com/,https://www.bbc.com/ukrainian/articles/c5y8ze5v024o,afp x cnn deep state deep state deep state deep state deep state deep state z,afp x cnn deep state deep state deep state deep state deep state deep state z
українські тенісисти сачко і крутих виграли турнір у італії христина жиренко 19 жовтня 1831 glavcomua google social img telegram social img facebook social img українські тенісисти сачко і крутих виграли турнір у італії крутих і сачко вдруге зіграли разом вперше у 2019 році на турнірі itf у словаччині фото фту за свою перемогу в ольбії українські тенісисти заробили 8450 євро призових українці олексій крутих та віталій сачко сьогодні 19 жовтня виграли парний титул atp challenger турніру у ольбії італія у фіналі наші тенісисти перемогли пару іньїго сервантесдавид піхлер іспаніяавстрія 46 61 104 фінальний поєдинок тривав 78 хвилин українці тричі подали навиліт припустилися пяти подвійних помилок у суперників три ейси і одна подвійна програли один гейм на своїй подачі і зробили два брейки олексій крутих і віталій сачко вдруге зіграли разом вперше у 2019 році на турнірі itf у словаччині для 27річного віталія сачка це сьомий парний титул на турнірах atp challenger tour другий цього сезону а 24річний олексій крутих утретє став переможцем челенджера в парі вперше з листопада 2022 року за свою перемогу в ольбії українські тенісисти заробили 8 450 євро призових на пару і по 125 очок у парний рейтинг нагадаємо що визначився наступний суперник чоловічої збірної україни з тенісу у кубку девіса у поєдинку плейоф першої світової групи українці зіграють з командою тунісу саме наш суперник буде господарем поєдинку який пройде 31 січня1 лютого або 12 лютого 2025 року варто зазначити що наразі україна жодного разу не зустрічалася з тунісом в межах кубку девіса у попередньому поєдинку турніру україна поступилася ізраїлю з рахунком 13 формальним господарем гри був ізраїль однак матч пройшов в ларнаці кіпр без глядачів через заходи безпеки нагадаємо українська тенісистка людмила кіченок повторила національний рекорд у рейтингах wta сталося це за підсумками оновлення рейтингів що відбулося у понеділок 23 вересня на початку вересня кіченок оновила національний рекорд у парному розряді після перемоги з єлєною остапенко на us open українська тенісистка піднялася на пяте місце у світовому рейтингу через два тижні кіченок вдруге оновила національний рекорд перемістилася одразу на третє місце у світовому рейтингу українка обійшла канадку габріелу дабровські та бельгійку елізу мертенс яка втратила одразу три позиції у рейтингу крім оновлення національного рекорду у парному розряді людмила кіченок також повторила рекорд україни в усіх світових рейтингах перед цим його одноосібно утримувала еліна світоліна яка у вересні 2017 року піднялася на третє місце в одиночному рейтингу wta загалом за всю історію лише три українські тенісисти підіймалися у топ5 світових рейтингів wta та atp у 1994 році четверте місце в одиночному рейтингу серед чоловіків займав андрій медведєв людмила кіченок 32річна українська тенісистка з дніпра переможниця 11 парних титулів wta з них пять в тандемі з єленою остапенко переможниця двох грендслемів парного us open2024 та міксту вімблдону у 2023му у цьому сезоні виграла три трофеї в істборні брісбені та ньюйорку це також повторення особистого рекорду людмили за виграними турнірами впродовж року таку саму кількість українка здобула у 2022 році,правда,ukr,glavcom.ua,https://glavcom.ua/sport.html,glavcomua google social img telegram social img facebook social img itf atp challenger itf atp challenger tour wta us open wta wta atp wta us open,glavcomua google social img telegram social img facebook social img itf atp challenger itf atp challenger tour wta us open wta wta atp wta us open
україна здобула перше золото європейських ігор2023 у фехтуванні автор дата публікації 2149 260623 перегляди 1477 час на прочитання 2 хв поділитись україна здобула перше золото європейських ігор2023 у фехтуванні джоанфейбі бежура фото fie джоанфейбі бежура принесла нашій країні 12ту золоту медаль на змаганнях у кракові українська фехтувальниця джоанфейбі бежура стала чемпіонкою європейських ігор2023 31річна українка здобула золото в особистих змаганнях шпажисток на груповому етапі бежура виграла чотири поєдинки зазнавши однієї поразки потім на шляху до фіналу вона перемогла чешку катержину салігерову 1512 латвійку софію просіну 154 естонку еріку кірпу 1510 шведку емму франссон 1511 і німкеню александру елер 1512 у сутичці за золото джоанфейбі перемогла представницю польщі мартину сватовськивенгларчик з рахунком 1512 для бежури це найкращий результат у карєрі раніше вона ніколи не вигравала медалі чемпіонатів світу чи європи зазначимо що це перша нагорода нашої збірної з фехтування на європейських іграх2023 це 12та золота і 25та загалом медаль україни на європейських іграх2023 окрім золота бежури у фехтуванні українські спортсмени 26 червня здобули на змаганнях у кракові ще дві медалі владислав микитась вага до 60 кг і анастасія михайленко вага до 51 кг виграли бронзові нагороди в муайтаї тайському боксі таким чином на європейських іграх2023 збірна україни вже має 25 нагород 12 золотих 7 срібних та 6 бронзових наша команда посідає третє місце в медальному заліку після італії та іспанії європейські ігри2023 триватимуть до 2 липня ці змагання також є частиною відбору на олімпійські ігри2024 нагадаємо спортсменів із росії та білорусі не допустили до європейських ігор2023 через війну в україні,правда,ukr,tsn.ua,https://tsn.ua/prosport/ukrayina-zdobula-pershe-zoloto-yevropeyskih-igor-2023-u-fehtuvanni-2358169.html,fie,fie
неправда про те що в одного з працівників львівського тцк вилучили 15 млн 1629 12 жовтня 2024 р ілюстративне фото з обшуку на буковині ілюстративне фото з обшуку на буковині новина надійшла з недостовірного джерела у дописі показали світлину з іншого обшуку команда voxcheck перевірила цей фейк у рамках партнерства з meta пише dailylvivcom у мережі поширюють інформацію нібито під час обшуку правоохоронці вилучили 15 млн в одного з працівників львівського тцк до дописів додають світлину зі стопками купюр та логотипом державного бюро розслідувань дбр вгорі зліва ми то з вами знаємо що хабарі від ухилянтів брав коментують пропагандисти утім це неправда новина надійшла з недостовірного джерела у дописі показали світлину з іншого обшукуpratsivnyklvivskogottsk1810x1024 скриншот допису цю новину не публікувало жодне надійне видання а першим неправдиву інформацію поширив користувач соцмережі x max engineering fella з охопленням менш ніж 550 читачів він не надає жодних доказів до свого посту про власника цього акаунту невідомо нічого крім його імені тож це джерело інформації недостовірне на наступний день вкид підхопив користувач пророк антихриста 4 допис якого здобув охоплення понад 130 тисяч переглядів та стрімко поширився мережею пророк антихриста 4 також не є достовірним джерелом інформації це вже четвертий обліковий запис у шапці профілю вказано що попередні три заблокували новини у стрічці не висвітлюють обєктивно а основною темою публікацій є критика влади та тцк за зворотним пошуком у гуглі зясувалося що фейкороби показали світлину з іншого обшуку дбр що відбувся 20 вересня 2024 року у закарпатській області а не у львові,правда,ukr,dailylviv.com,https://dailylviv.com/news/sytuatsiyi-i-pryhody/nepravda-pro-te-shcho-v-odnoho-z-pratsivnykiv-lvivskoho-ttsk-vyluchyly-15-mln-128832,voxcheck meta dailylvivcom pratsivnyklvivskogottskx x max engineering fella,voxcheck meta dailylvivcom pratsivnyklvivskogottskx x max engineering fella
як українці бачать обєднання православних церков і оцінюють заборону рпц церкваавтор фотоgetty images підпис до фотонайбільше українців 70 вважають себе православними 15 жовтня 2024 абсолютна більшість українців підтримують заборону російської православної церкви рпц та хотіли б щоб в україні існувала лише одна обєднана православна церква про це свідчить опитування київського міжнародного інституту соціології кміс людей зокрема запитали про їхню релігійну самоідентифікацію про ставлення до створення в україні єдиної православної церкви а також до закону про заборону рпц рада заборонила російську церкву що буде з упц і як це працюватиме 20 серпня 2024 сбу проти упц як і чому зеленський та спецслужби взялись за немосковську церкву 30 листопада 2022 готовність на діалог є делегація вселенського патріарха зустрілась з онуфрієм 24 серпня 2024 з якою релігією себе асоціюють українці як зазначає кміс релігійна самоідентифікація українців майже не змінилася із липня 2022 року тобто до повномасштабного вторгнення росії найбільше українців 70 вважають себе православними серед них найбільше 56 зараховують себе до православної церкви україни ще 7 зараховують себе до православної церкви без конкретизації і 6 до упц мп сама упц каже що вона вже не має звязку з москвою проте для держави вона досі такою лишається тому у пресі державних повідомленнях та заявах самої церкви вживають обидва варіанти і упц і упц мп окрім православних далі за популярністю йдуть атеїсти 12 та ті хто зараховує себе до угкц 7 інші варіанти обрали не більше 3 респондентів,правда,ukr,www.bbc.com/,https://search.app/XHcHdKreF82ndRaGA,getty images,getty images
як українці ставляться до зеленського і миру нове опитування володимир зеленськийавтор фотоуніан підпис до фотосоціологи дійшли висновків що до територіальних поступок найбільше готові ті хто скептичний до заходу і недовіряє володимиру зеленському 14 жовтня 2024 рівень довіри до президента володимира зеленського впав до 59 а 54 українців вважають що захід щиро хоче прийнятного для україни результату війни про це свідчить нове опитування київського міжнародного інституту соціології кміс що означають ці результати та чому західні змі писали нещодавно про значно нижчий рівень довіри до президента рівень довіри до президента падає чи стабільний з початком повномасштабного вторгнення росії в україну рівень довіри до президента володимира зеленського зріс до 90 а потім поступово падав у грудні 2023 року зеленському довіряло вже 77 українців а в лютому 2024го 64 те що зараз рівень довіри на рівні 59 показує що довіра до зеленського з травня 2024 року більшменш стабільна проте на тлі динамічної ситуації з внутрішніми та зовнішніми резонансними подіями може помітно коливатися пояснюють соціологи у кміс зазначають що іноді цифри різних соціологічних компаній опубліковані приблизно в один і той же час показують трохи різні показники довіри соціологи кажуть що усе залежить від того як сформулювати питання і відповіді нещодавно в the economist вийшла стаття де згадували опитування які кміс робить для американського національного демократичного інституту міжнародних справ згідно з ним за час повномасштабного вторгнення довіра до президента в україні знизилася з 90 до 45 такий результат отримали через те що опитані українці мали три варіанти відповіді довіряю не довіряю та як довіряю так і не довіряю пояснюють соціологи у травні 2024го 45 респондентів відповіли що довіряють президенту 28 не довіряють а ще 26 сказали що як довіряють так і не довіряють їм було важко відповісти опитування кмісавтор фотокміс підпис до фотояк змінювалося ставлення українців до президента зеленського натомість у власному опитуванні яке кміс провів у жовтні варіанту як довіряю так і не довіряю не було тож рівень довіри вийшов трохи інакшим це означає що баланс довіринедовіри лишається позитивним помітно більше тих хто довіряє чим не довіряє але фактично близько чверті українців у чомусь схвалюють діяльність у чомусь ні загалом заступник виконавчого директора кміс антон грушецький оцінює рівень довіри до президента як досить високий беручи до уваги складнощі воєнного часу невизначене майбутнє та можливі окремі невдалі дії владної команди при цьому запевняє соціолог ситуація динамічна і вже істотна частка населення хитається від довіри до недовіри залежно від поточних подій рішень багато аспектів внутрішньої і зовнішньої ситуації україни непідвладні президенту і його команді але щоб зберегти нинішні показники довіри та загалом легітимності соціолог радить владі підтримувати прозору та щиру комунікацію із суспільством,правда,ukr,www.bbc.com/,https://search.app/2v9Yy9YLCDiSSgGj7,the economist,economist
просто насолоджуюся ліонель мессі побив рекорд за гольовими діями у грі відбору на чс який тримався 13 років author avatar максим гудзенко 16 жовтня 1152 аргентинець зробив хеттрик й віддав дві гольові передачі у грі проти болівії аргентинець зробив хеттрик й віддав дві гольові передачі у грі проти болівії reutersagustin marcarian аргентинець повторив досягнення свого одноклубника луїса суареса ліонель мессі побив рекорд за гольовими діями у грі відбору на чс який тримався 13 років сталося це матчі проти болівії у 10му турі південноамериканської кваліфікації на чс2026 лідер відбору аргентина зустрічалася з сьомою командою у турнірній таблиці болівією капітан альбіселесте ліонель мессі пропустив вересневі поєдинки через травму і вперше за три місяці зіграв проти венесуели де аргентина зіграла унічию підопічні ліонеля скалоні забили три голи болівії ще до перерви й до всіх доклався мессі спершу сам забив потім асистував лаутаро мартінесу й хуліану альваресу у другому таймі збірна аргентини забила ще три мячі спершу відзначився тьяго альмада а у останні 10 хвилин хеттрик оформив мессі який двічі забив за три хвилини й встановив остаточний рахунок у матчі 60 що означають три голи й два асисти ліонеля мессі у грі проти болівії аргентинець виконав пять результативних дій у матчі відбору на чс2026 проти болівії opta повідомляє що завдяки цьому ліонель мессі став першим гравцем за 13 років який виконав 4 гольові дії у матчі південноамериканської кваліфікації на чемпіонат світу до цього досягнення належало луїсу суаресу який у 2011 році зробив покер за уругвай у грі проти чилі мессі вперше досягнув такої кількості голів й асистів у одному матчі за збірну аргентини ліонель повторив рекорд кріштіану роналду за кількістю хеттриків за збірну 10 володар восьми золотих мячів лідирує у гонці бомбардирів відбору на чс з шістьма голами у активі дуже приємно грати тут у аргентині відчуваючи прихильність аргентинських уболівальників я не встановлював жодної дати чи кінцевого терміну щодо завершення карєри у збірній просто насолоджуюся матчами я більш емоційний ніж будьколи і приймаю всю любов від людей тому що я знаю що це можуть бути мої останні ігри за збірну цитує мессі espn наступний матч у відборі на чс2026 аргентина зіграє у пятницю 15 листопада проти парагваю на виїзді,правда,ukr,https://suspilne.media/,https://search.app/sqyqS4htTDB9bs776,author avatar reutersagustin marcarian opta espn,author avatar reutersagustin marcarian opta espn
